53;50;51;53
52;53;44;59
40;48;41;53
30;34;49;54
40;47;34;51
21;17;42;33
28;57;39;22
60;58;51;29
50;41;55;38
42;56;31;48
42;15;56;49
57;16;54;54
54;31;23;51
25;33;26;18
30;23;25;36
36;58;25;45
27;17;38;58
25;41;17;15
38;15;37;59
24;23;43;32
41;50;18;54
48;26;55;15
41;27;56;21
16;15;29;44
49;38;49;43
26;30;26;56
45;45;59;17
40;31;23;31
23;48;58;47
60;34;31;42
58;48;30;26
52;27;29;54
37;57;50;59
31;54;26;27
42;37;36;45
21;40;23;16
48;32;19;39
30;29;57;42
25;60;48;28
17;42;18;44
43;38;22;45
21;45;15;54
31;32;55;24
56;52;21;17
50;29;36;34
26;41;45;39
29;21;29;33
32;18;43;49
24;26;16;50
40;53;17;28
44;27;43;37
36;53;54;47
54;19;27;45
59;15;26;28
41;17;30;50
46;17;49;44
33;20;43;52
58;43;46;35
41;19;32;54
17;47;16;20
28;47;57;29
25;22;35;29
18;60;55;28
58;33;44;19
19;25;33;24
57;30;55;29
38;20;53;36
46;57;33;50
16;47;17;45
49;52;35;22
57;46;54;25
27;28;50;22
46;55;47;20
58;20;44;54
16;17;35;60
17;45;37;42
31;45;32;19
51;57;30;25
41;39;50;25
30;47;23;27
54;28;23;42
57;18;44;26
46;56;60;30
15;25;54;38
51;34;28;40
56;34;38;26
22;43;33;41
27;60;16;19
43;48;55;29
40;32;58;57
15;49;51;23
25;32;30;60
17;49;54;20
51;34;54;32
30;29;46;52
17;22;47;49
43;58;26;23
41;19;16;55
16;41;34;23
33;16;50;57
27;53;36;27
31;58;51;53
43;60;23;40
35;55;19;18
46;40;46;44
19;49;18;33
24;56;22;16
39;49;27;35
41;35;23;24
38;52;25;42
56;41;35;23
43;26;56;33
55;17;34;56
16;49;33;17
15;41;28;20
48;42;38;24
42;19;32;31
40;46;18;22
41;40;46;41
53;15;49;21
31;50;21;18
21;46;46;60
27;57;33;49
51;37;51;43
30;16;17;42
15;22;55;52
60;34;56;58
38;32;47;47
34;42;25;31
17;22;60;18
35;46;47;30
57;20;29;47
22;47;49;36
31;34;42;42
34;25;18;58
53;20;15;22
60;44;18;51
36;43;39;34
42;41;42;20
54;38;57;41
50;25;42;26
45;40;52;41
49;55;57;31
43;34;17;47
16;29;54;41
55;44;27;29
34;21;42;39
27;48;19;36
30;27;60;20
47;44;21;51
39;58;26;38
24;54;60;21
23;50;38;23
55;30;28;40
45;22;32;25
27;47;50;17
15;37;17;37
19;30;26;23
39;34;43;24
15;47;36;39
49;40;47;34
25;18;57;51
32;26;54;40
29;55;43;60
53;54;25;18
36;50;47;41
41;24;50;15
23;52;57;47
46;23;45;40
48;46;45;19
27;54;44;24
27;60;17;33
19;23;20;58
54;36;22;45
43;20;28;27
18;26;60;45
39;50;35;35
29;17;28;49
26;46;42;28
37;46;38;53
58;22;36;25
41;41;49;29
49;22;49;34
33;47;17;27
15;32;27;19
45;48;34;58
16;17;56;44
15;52;40;27
16;51;57;48
16;25;20;58
34;41;17;28
30;60;28;43
54;29;54;35
31;18;56;57
37;32;31;52
16;22;16;42
42;18;32;40
17;16;58;29
37;52;41;20
25;59;50;29
41;60;17;60
24;30;15;38
23;30;18;16
31;54;56;28
48;27;17;42
57;59;59;22
54;41;55;57
27;27;40;30
33;27;21;20
37;37;22;32
55;42;24;24
42;50;45;17
18;15;15;58
54;33;35;47
34;46;22;15
41;55;36;48
46;37;27;21
39;15;29;20
46;52;33;39
20;34;32;53
58;47;20;23
16;41;34;16
15;28;20;50
44;50;33;21
50;38;50;55
51;55;39;27
58;34;16;22
60;42;30;15
59;54;20;22
38;27;40;58
40;18;41;35
42;40;25;43
18;57;36;59
32;41;30;24
42;46;42;44
17;31;21;48
48;22;20;29
57;56;25;60
50;17;54;46
40;24;51;48
58;34;53;55
24;30;58;19
49;17;36;35
15;42;53;17
48;57;58;16
52;24;20;47
16;46;26;37
24;57;25;15
17;49;55;30
44;35;36;42
21;18;57;34
19;42;36;24
16;32;37;49
21;34;57;56
47;35;33;38
15;35;56;35
23;43;59;40
32;38;40;20
56;19;57;34
37;18;37;23
39;44;35;42
27;33;30;50
56;39;29;44
38;46;57;52
57;20;29;30
20;31;36;39
27;39;23;58
26;19;49;53
34;26;16;15
25;32;44;27
53;50;26;40
24;19;25;51
59;59;46;55
43;51;28;32
50;38;57;24
54;28;48;29
25;46;36;42
22;54;44;43
26;37;46;46
49;36;15;32
46;16;22;39
34;41;32;55
37;22;16;26
25;53;44;28
29;28;36;53
43;49;35;22
22;34;23;20
36;43;51;46
25;20;30;45
23;19;53;15
25;45;54;46
35;44;58;45
45;41;57;48
26;42;58;54
15;21;40;32
44;43;50;58
24;37;20;54
50;36;44;57
55;39;53;45
44;47;15;35
42;56;22;29
35;21;36;59
24;30;45;20
37;47;42;59
15;43;19;48
19;37;18;26
23;32;44;35
49;45;59;19
46;43;15;38
36;25;58;31
45;46;21;22
23;49;44;47
15;28;28;56
19;39;33;41
40;44;59;30
55;44;18;20
22;41;38;20
31;42;59;28
19;50;46;20
48;21;18;16
49;26;40;15
15;54;31;22
37;40;27;41
55;20;43;59
20;32;58;35
21;51;39;44
25;58;57;30
23;41;47;55
58;33;20;24
31;46;58;39
18;55;42;45
28;43;35;58
51;23;30;60
32;60;45;58
30;31;44;42
28;27;58;59
21;18;49;27
33;22;49;38
39;38;22;20
30;50;17;56
43;49;31;49
20;15;38;22
50;50;33;25
31;25;55;55
60;31;37;46
49;39;56;57
48;55;48;29
26;40;43;31
39;17;37;42
30;52;21;52
43;33;26;37
33;34;19;43
56;37;59;48
41;18;36;57
27;24;44;40
44;28;58;33
15;18;58;34
58;38;26;26
54;41;21;54
60;16;32;51
40;59;49;26
29;18;59;47
26;27;52;17
22;52;18;36
43;23;60;46
26;18;37;30
56;44;33;20
56;19;36;48
15;15;36;18
52;16;33;40
52;44;39;42
52;18;26;32
15;35;37;45
23;51;42;17
30;21;59;35
22;57;38;60
57;32;33;24
52;38;54;52
20;17;33;19
23;38;60;56
46;31;35;15
31;44;53;54
17;28;46;58
57;18;20;29
29;23;49;47
37;52;30;39
44;54;23;31
59;15;20;59
51;48;27;28
41;21;41;33
55;60;31;18
54;48;60;28
60;50;46;21
29;58;28;51
29;34;38;22
39;18;52;19
49;60;54;33
15;39;42;32
28;22;57;42
37;35;47;17
20;26;59;46
18;47;35;19
28;58;52;53
48;28;44;34
43;16;56;52
58;39;31;31
58;56;43;36
46;56;29;20
31;57;25;58
39;24;26;28
42;17;52;33
27;43;47;32
57;58;32;33
22;21;45;18
39;52;43;40
18;54;43;34
39;28;58;57
18;20;48;58
41;30;45;46
20;45;55;21
20;25;52;30
41;53;53;58
31;45;44;43
58;51;49;23
48;44;17;48
55;51;53;31
49;17;60;15
52;36;28;35
40;44;57;44
17;26;48;43
41;51;29;24
37;19;34;30
50;47;22;38
55;38;35;54
23;32;48;53
58;49;26;60
28;58;16;18
33;20;48;21
59;17;43;22
52;60;51;60
38;42;54;23
39;35;29;59
17;31;31;53
40;52;52;46
29;19;49;59
27;57;41;43
48;42;37;58
45;41;47;54
58;57;37;24
42;18;60;43
15;45;49;22
50;26;59;42
47;37;40;30
31;17;42;33
19;29;59;35
50;60;41;17
60;46;22;18
40;41;48;25
51;23;50;15
49;17;55;28
21;50;48;53
53;35;57;15
28;28;34;25
18;25;52;26
22;18;58;60
15;26;42;18
39;21;32;28
26;21;38;38
26;29;30;52
21;54;36;23
48;54;48;24
17;49;25;35
55;28;50;46
56;27;42;48
42;51;32;56
33;29;33;24
39;48;51;37
56;28;27;59
18;39;59;24
54;23;24;30
39;23;48;54
33;44;33;38
49;21;56;27
20;18;53;41
60;40;38;39
36;43;59;25
51;25;43;59
15;51;32;37
44;22;38;60
39;57;33;15
58;44;59;30
23;25;30;26
38;38;23;17
40;55;46;38
33;57;48;48
54;55;23;52
18;45;29;46
44;45;43;21
60;53;56;57
24;55;32;49
28;18;47;51
16;54;53;51
47;59;19;59
19;15;34;40
42;24;43;37
47;15;49;27
57;22;33;32
37;45;20;44
18;43;40;18
36;21;59;46
16;24;56;45
37;26;23;47
49;42;15;35
43;46;59;33
48;51;59;32
25;59;18;44
32;44;56;54
56;52;55;23
16;50;17;43
54;43;38;54
36;19;60;33
16;44;37;44
34;54;29;53
59;29;60;32
18;55;19;41
60;18;32;28
16;53;16;23
51;41;34;37
31;57;59;52
18;22;20;55
16;34;53;28
19;44;53;47
24;24;36;42
45;30;25;53
41;26;26;31
37;15;18;56
54;30;45;42
27;41;44;24
50;51;33;48
21;29;24;41
17;57;24;57
48;38;23;59
45;59;39;57
52;55;58;57
53;33;53;42
42;45;36;35
58;46;31;20
17;41;55;34
57;49;36;25
47;32;21;30
52;45;49;46
41;30;19;28
45;47;20;29
35;45;36;15
19;35;36;32
35;53;23;36
37;48;44;50
18;26;42;30
17;40;20;58
32;50;19;55
26;49;26;43
53;35;51;57
29;56;58;17
41;36;42;27
54;52;60;33
58;45;23;31
27;18;15;25
18;30;60;52
39;48;20;34
44;29;28;26
60;23;37;50
35;48;15;60
58;52;40;29
56;41;27;17
26;51;33;52
58;42;20;30
25;45;30;23
54;27;16;47
41;24;41;15
45;19;59;53
48;54;42;54
44;38;19;27
40;23;57;44
26;33;28;50
36;47;44;30
30;20;26;18
27;47;47;56
52;17;22;46
39;16;59;46
57;25;27;44
45;47;38;31
39;53;40;22
25;21;24;49
25;22;40;47
19;27;29;33
17;38;50;18
42;49;17;30
34;60;38;20
16;48;22;40
51;28;45;58
40;48;43;15
26;54;55;39
15;44;35;55
47;36;18;17
52;30;38;45
17;16;32;55
46;34;20;46
26;15;37;50
49;32;24;25
47;29;59;33
44;31;16;34
58;41;39;40
37;48;55;50
24;55;60;52
22;56;43;25
19;27;48;15
32;46;50;15
30;32;37;38
20;31;32;35
16;19;39;36
42;36;38;51
42;37;51;32
57;42;36;55
52;25;48;40
30;28;37;35
22;55;34;48
46;39;35;15
57;36;16;52
54;26;17;24
30;54;25;55
15;45;20;59
47;49;50;34
51;58;23;17
21;46;50;35
34;44;44;44
36;38;20;39
16;54;38;18
18;38;42;22
46;21;60;16
57;20;17;30
25;33;24;38
55;34;48;15
56;50;23;58
27;19;25;51
23;49;22;58
19;33;28;16
27;35;34;30
46;47;51;23
49;52;58;42
32;57;58;56
27;45;24;29
37;43;15;52
37;60;50;27
53;52;42;47
18;18;53;59
35;22;41;23
23;39;47;20
32;27;18;45
30;15;22;39
19;48;53;26
60;44;52;18
51;35;47;53
48;28;29;15
31;41;48;33
26;43;16;49
29;26;24;32
51;55;33;20
16;49;24;23
51;15;49;41
56;44;16;19
24;15;39;45
50;35;27;59
33;39;56;40
30;38;31;49
23;58;25;19
32;47;43;58
21;22;31;51
56;27;18;59
56;37;36;35
17;25;30;41
52;47;40;56
18;49;35;44
54;23;29;32
35;16;38;38
28;29;35;58
29;56;36;19
25;46;31;31
25;55;33;23
47;17;15;37
50;51;48;15
21;29;39;19
54;55;37;28
19;42;36;15
36;40;37;49
59;32;43;38
40;42;17;22
48;19;31;55
27;53;57;24
39;29;22;26
41;42;50;27
28;60;30;26
57;15;58;18
55;39;28;56
60;48;51;57
44;18;24;42
15;46;48;53
35;20;58;25
52;46;39;48
45;59;42;46
43;26;38;57
24;39;42;55
17;26;24;29
25;22;32;27
56;25;23;22
52;33;57;16
46;48;38;31
39;51;30;48
47;21;35;49
47;44;49;25
36;18;60;46
19;32;55;48
42;55;16;40
37;48;38;41
46;26;41;53
19;26;47;59
51;43;50;38
45;48;54;60
35;25;45;60
57;53;23;28
40;43;48;28
56;51;37;34
52;30;58;51
43;50;38;40
17;22;47;59
22;18;39;49
15;35;29;38
36;34;25;54
39;39;22;39
38;52;39;37
46;46;19;27
47;43;50;45
45;44;40;42
28;42;25;55
35;44;28;27
55;37;58;60
52;43;20;48
20;42;18;46
38;58;48;27
50;34;48;17
40;31;27;48
58;37;16;32
37;20;24;23
45;56;39;34
52;40;49;21
50;36;46;60
27;53;41;31
48;17;57;22
20;26;27;38
48;50;21;38
36;34;32;43
25;23;58;36
55;48;29;46
20;44;54;56
20;20;53;42
45;40;36;58
28;34;24;28
38;27;39;18
23;30;23;57
44;28;28;47
54;47;31;41
31;58;28;16
39;59;43;40
21;25;27;19
35;38;30;20
28;49;34;49
48;58;15;25
46;45;38;44
40;60;53;42
36;24;28;47
51;58;57;35
30;17;50;20
29;19;46;41
18;44;15;31
40;34;60;39
60;52;59;35
54;36;53;51
45;49;17;53
50;49;59;37
40;28;32;41
42;58;46;60
28;52;31;32
35;36;27;23
37;56;17;58
46;39;42;44
22;21;40;21
55;24;55;45
26;15;25;24
43;41;47;39
22;40;52;42
18;39;23;48
23;38;52;27
43;53;52;34
48;57;45;15
56;18;31;38
54;26;16;32
54;30;17;17
30;42;40;52
60;50;39;46
35;39;15;45
32;18;27;21
48;16;38;19
39;27;26;20
60;40;54;42
50;47;22;31
21;51;46;45
26;42;19;39
33;60;38;26
53;32;45;29
48;19;16;17
53;33;31;17
42;54;15;16
45;60;33;43
46;50;58;39
29;30;57;15
19;41;23;23
46;20;27;28
28;56;31;54
56;32;16;19
40;16;27;60
48;28;32;18
35;41;16;25
24;28;52;41
50;49;40;38
49;35;20;30
40;40;16;29
48;31;41;51
55;35;15;19
40;57;20;53
48;16;56;48
60;55;46;28
56;58;47;59
38;58;58;32
27;38;21;50
15;60;45;20
51;26;23;18
54;34;22;28
29;29;49;27
43;47;29;48
50;33;36;54
15;38;51;49
50;26;40;59
32;20;21;46
29;49;42;34
56;60;37;23
16;20;20;46
38;23;37;28
28;25;40;54
56;52;23;17
52;31;39;38
16;55;28;38
36;31;34;15
33;42;16;37
51;55;49;42
27;58;51;53
15;25;36;44
17;43;27;20
54;17;35;42
28;17;32;52
47;56;52;29
50;41;54;58
34;39;52;46
48;27;15;48
32;48;38;48
40;60;34;51
44;46;35;49
23;43;34;17
21;39;25;36
26;37;40;38
21;35;37;51
51;46;54;29
48;33;31;17
38;41;39;35
25;22;46;37
26;30;39;17
39;44;53;39
41;43;52;26
28;36;28;40
28;46;24;15
30;24;55;28
21;42;15;28
60;36;20;59
35;49;42;31
42;19;60;24
16;15;24;33
48;60;28;50
20;38;41;42
37;60;16;42
38;23;41;55
31;57;49;37
22;54;27;46
28;15;29;44
51;47;18;60
40;23;42;51
34;40;29;43
51;53;39;31
18;33;56;44
38;56;58;45
32;37;37;37
57;24;19;44
23;35;57;56
47;35;22;60
24;49;25;59
45;32;26;21
51;50;29;36
27;34;38;46
54;57;21;55
57;23;16;33
47;32;43;19
15;29;19;28
41;36;46;25
31;38;31;26
16;39;19;47
20;20;60;19
38;21;58;46
41;55;32;52
23;60;40;23
45;55;59;49
34;51;50;50
17;33;53;31
41;41;23;25
47;42;58;16
47;22;49;34
44;46;31;34
46;60;54;24
55;27;38;54
52;59;27;38
33;35;37;60
44;31;54;38
60;26;19;15
23;48;36;17
17;39;42;31
51;59;22;59
58;22;60;37
22;18;17;44
43;39;45;52
16;37;47;28
51;15;47;15
42;22;44;52
36;19;59;20
20;45;47;57
54;53;59;52
31;47;49;46
38;39;45;44
60;59;43;24
38;28;32;51
45;18;31;44
37;33;53;34
22;60;21;58
20;38;42;19
26;51;41;31
53;56;40;26
46;56;36;30
19;15;19;35
55;22;17;40
23;50;20;53
57;19;49;47
46;35;24;56
48;28;36;20
30;31;21;41
50;59;50;32
39;22;56;50
21;53;47;48
23;33;43;54
21;30;16;31
35;56;58;18
54;46;21;46
43;29;33;31
22;35;60;41
35;48;27;20
30;15;57;44
18;17;37;33
17;36;59;19
27;17;34;46
42;32;29;50
38;34;33;32
27;23;36;33
59;48;38;55
33;33;30;33
23;15;59;50
58;41;21;25
57;16;39;22
53;26;26;36
32;36;20;49
19;37;48;48
17;42;37;57
26;34;44;33
57;34;39;47
59;27;21;38
38;56;36;19
47;22;51;15
54;16;35;30
32;42;29;22
44;60;58;26
26;30;42;42
26;15;46;55
22;35;40;38
44;54;15;37
33;19;15;52
53;24;43;28
21;53;35;36
51;25;30;28
37;15;52;37
36;56;43;45
56;36;27;59
21;26;56;19
54;33;56;27
22;18;47;52
21;48;46;58
28;56;25;44
28;59;45;48
27;43;36;50
20;30;56;25
43;41;57;21
58;16;18;27
55;46;25;43
45;22;55;22
53;20;24;44
36;50;19;58
25;38;59;17
45;41;45;44
26;53;34;40
48;52;55;52
39;32;52;54
60;38;18;16
56;55;56;34
15;54;59;38
59;41;15;16
17;18;46;48
41;34;32;43
22;44;38;31
36;55;51;20
19;50;53;49
59;25;36;47
49;42;53;38
21;52;35;21
30;17;39;29
46;25;49;52
53;34;38;44
46;23;49;53
51;32;28;29
51;25;16;37
36;32;28;28
53;50;39;48
32;20;23;25
51;59;17;17
60;28;32;31
19;39;18;51
32;42;32;27
33;27;55;26
32;21;23;36
51;41;38;21
36;35;54;30
60;30;45;44
19;25;50;56
34;28;39;43
45;38;19;39
28;25;35;25
44;29;40;44
15;40;16;17
38;24;28;49
52;15;41;20
44;58;47;16
58;21;28;57
32;36;16;47
15;15;22;34
26;23;32;56
25;60;31;48
20;36;49;55
56;33;23;16
26;29;56;23
17;29;39;52
47;31;33;57
17;60;39;45
52;40;58;30
18;35;26;48
44;40;37;47
20;34;54;54
26;51;19;35
52;35;41;32
18;45;36;41
20;16;56;49
32;47;59;45
40;27;41;21
26;16;41;35
34;49;50;53
21;51;28;44
43;57;49;20
55;36;25;23
36;59;21;51
28;33;28;17
59;32;44;19
40;52;50;31
48;19;59;51
15;53;44;35
30;46;20;47
21;48;27;20
43;29;58;33
57;27;24;20
58;43;58;45
30;40;33;48
53;36;53;54
42;19;60;16
54;32;49;27
55;23;22;27
36;44;26;18
33;39;28;41
31;51;15;40
25;38;45;49
41;48;46;57
15;26;27;47
37;30;46;15
25;39;36;59
25;27;39;29
38;59;59;20
47;21;50;60
42;47;22;43
18;32;20;37
30;44;49;41
50;40;31;41
38;38;15;28
47;21;47;17
41;53;56;56
35;50;42;30
18;58;18;38
33;60;22;19
30;41;37;57
39;19;23;33
35;57;31;53
39;44;51;43
48;17;24;40
47;44;57;23
57;17;53;30
17;34;45;22
40;35;28;43
59;26;44;45
48;52;31;28
27;17;31;43
17;51;54;19
58;30;28;48
57;48;16;59
16;34;51;41
45;41;45;38
25;27;57;40
20;53;54;59
29;47;46;48
41;36;36;48
24;21;52;57
44;37;35;56
36;59;37;58
20;18;60;53
53;22;43;23
17;39;23;33
51;36;43;49
18;45;48;30
21;49;37;30
37;15;45;20
45;60;30;42
21;20;40;35
60;43;54;49
53;56;53;30
19;39;53;41
21;45;21;21
28;23;26;47
54;41;23;35
46;46;36;22
36;17;56;19
39;24;30;57
53;43;19;52
36;31;44;35
56;56;35;42
18;26;31;52
24;18;59;28
44;60;40;24
59;26;31;23
48;17;58;42
22;41;20;50
49;44;20;18
21;17;57;19
37;18;42;58
54;38;19;53
53;29;44;36
35;23;51;48
33;23;24;60
60;57;42;45
27;20;24;23
22;32;15;28
32;29;41;24
48;50;18;48
57;25;27;23
43;28;25;28
53;16;51;33
32;56;48;32
39;50;47;27
22;51;22;40
38;30;57;55
28;59;55;40
60;51;39;25
22;56;18;24
23;20;49;31
31;16;53;28
51;51;55;21
23;39;46;44
42;28;42;53
35;53;39;27
32;52;35;24
42;27;42;16
55;47;30;38
48;52;30;44
38;20;29;27
38;23;55;25
17;17;24;43
15;48;23;32
56;50;15;28
48;24;28;21
58;48;31;22
29;56;50;54
49;40;52;24
48;54;31;20
26;35;25;33
42;50;28;42
57;25;40;55
34;54;21;54
56;15;54;44
45;59;18;45
52;30;17;31
47;51;17;50
37;28;49;39
31;27;52;33
34;35;40;29
24;25;57;45
48;39;23;58
30;23;41;23
27;26;60;56
40;22;58;41
48;48;16;39
27;22;39;32
48;56;24;52
24;55;19;52
44;27;19;34
56;54;40;29
